# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/work/07368/sbes29/ls6/db/Amil.coding.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.txt" "-T" "64" "--primary" "o0.bam" "o10.bam" "o1.bam" "o2.bam" "o3.bam" "o4.bam" "o6.bam" "o7.bam" "o8.bam" "o9.bam" "oM1.bam" "w22.bam" "w23.bam" "w24.bam" "w25.bam" "w26.bam" "w27.bam" "w28.bam" "w30.bam" "w31.bam" 
Geneid	Chr	Start	End	Strand	Length	o0.bam	o10.bam	o1.bam	o2.bam	o3.bam	o4.bam	o6.bam	o7.bam	o8.bam	o9.bam	oM1.bam	w22.bam	w23.bam	w24.bam	w25.bam	w26.bam	w27.bam	w28.bam	w30.bam	w31.bam
Amillepora28427	Sc0000055	790471	792012	-	1542	0	2	0	0	1	0	0	1	0	0	2	1	1	2	0	3	1	0	0	0
Amillepora28444	Sc0000055	982397	982615	+	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28442	Sc0000055	965434	966258	-	825	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Amillepora28449	Sc0000055	1024708	1025755	+	1048	6	1	1	0	0	0	1	0	0	0	0	1	0	0	7	0	1	0	6	2
Amillepora28448	Sc0000055	1022066	1022521	+	456	3	3	2	0	0	1	1	1	0	1	1	0	1	0	3	2	2	0	2	1
Amillepora28450	Sc0000055	1031246	1032169	+	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28447	Sc0000055	1010434	1018269	+	7836	20	28	41	31	36	6	45	17	23	40	9	59	18	26	4	36	23	18	8	21
Amillepora28451	Sc0000055	1032631	1044364	+	11734	6	14	5	6	7	9	4	5	1	1	1	2	5	4	0	2	1	2	2	6
Amillepora28445	Sc0000055	985452	996154	-	10703	10	9	11	9	7	3	4	9	4	6	5	21	2	9	2	3	3	17	5	4
Amillepora28446	Sc0000055	996333	997174	-	842	13	6	2	7	1	4	4	5	3	4	0	17	0	3	0	3	1	8	9	9
Amillepora28453	Sc0000055	1110909	1111955	+	1047	4	0	1	1	0	0	2	1	0	1	0	2	0	0	2	0	1	1	3	3
Amillepora28455	Sc0000055	1117080	1117295	+	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28456	Sc0000055	1117706	1134694	+	16989	11	11	9	1	6	1	4	9	2	9	4	12	4	10	2	4	3	9	3	6
Amillepora28457	Sc0000055	1142073	1147618	-	5546	0	0	1	1	2	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0
Amillepora28454	Sc0000055	1115890	1117013	+	1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28460	Sc0000055	1246176	1265324	+	19149	45	29	17	37	11	1	9	9	16	14	15	60	4	6	6	17	25	17	12	5
Amillepora28459	Sc0000055	1208324	1212257	-	3934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28463	Sc0000055	1262091	1286520	-	24430	13	22	10	4	4	5	4	5	26	5	5	8	2	7	0	3	1	4	6	4
Amillepora28458	Sc0000055	1194784	1195965	-	1182	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora28468	Sc0000055	1356037	1357858	+	1822	3	0	3	1	1	1	1	1	0	1	3	2	0	4	2	2	0	4	0	1
Amillepora28464	Sc0000055	1313774	1314760	+	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28469	Sc0000055	1387884	1389052	-	1169	3	6	2	0	1	0	1	0	0	3	0	2	0	0	0	2	1	0	0	2
Amillepora28467	Sc0000055	1325144	1335599	-	10456	2	18	7	3	1	2	2	1	3	2	3	3	2	9	1	5	3	4	0	1
Amillepora28466	Sc0000055	1323561	1324606	-	1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28465	Sc0000055	1314856	1316361	+	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28478	Sc0000055	1614187	1621827	+	7641	2	5	10	1	1	0	1	7	10	1	2	2	1	1	3	7	0	2	4	0
Amillepora28471	Sc0000055	1501041	1501462	+	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28477	Sc0000055	1612845	1614109	+	1265	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Amillepora28472	Sc0000055	1502722	1503969	-	1248	0	3	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Amillepora28479	Sc0000055	1620728	1622026	-	1299	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28474	Sc0000055	1583065	1587021	-	3957	0	2	0	5	0	0	2	2	0	0	0	0	1	0	1	2	0	0	3	2
Amillepora28792	Sc0000066	73152	86731	+	13580	8	28	43	10	2	3	9	42	10	5	4	1	14	2	5	6	3	6	34	14
Amillepora28791	Sc0000066	54740	66938	+	12199	19	35	28	30	17	15	16	36	11	13	25	24	6	18	3	17	13	8	21	13
Amillepora28790	Sc0000066	42348	52929	+	10582	18	21	32	29	13	7	19	12	6	11	16	24	8	23	3	21	21	8	14	5
Amillepora28789	Sc0000066	19838	23228	-	3391	24	0	20	6	0	8	6	0	0	1	0	0	7	22	0	1	14	23	14	22
Amillepora28794	Sc0000066	107501	113852	+	6352	15	21	6	12	3	2	6	7	3	2	10	8	1	8	3	13	2	6	8	2
Amillepora28798	Sc0000066	141752	156323	+	14572	217	149	276	197	64	59	84	116	43	133	152	150	73	89	25	125	59	102	84	75
Amillepora28797	Sc0000066	132029	137291	+	5263	8	3	2	6	3	2	3	6	0	5	6	15	2	4	1	4	8	2	3	6
Amillepora28793	Sc0000066	100151	101267	+	1117	7	22	1	8	7	3	1	9	0	7	8	36	0	9	0	21	5	0	8	9
Amillepora28799	Sc0000066	159703	187347	-	27645	248	183	264	568	108	129	218	248	42	172	154	309	103	305	59	373	99	146	125	124
Amillepora28809	Sc0000066	215410	221021	+	5612	32	59	41	51	14	17	31	21	24	27	22	37	8	67	16	38	24	27	20	29
Amillepora28807	Sc0000066	206745	209338	+	2594	694	710	884	604	368	263	386	470	357	482	573	766	275	345	180	490	317	523	440	354
Amillepora28811	Sc0000066	246824	259561	+	12738	1502	1101	1456	1417	628	469	914	953	438	887	741	1326	546	815	509	1237	642	740	671	520
Amillepora28804	Sc0000066	187539	191913	+	4375	199	190	176	282	158	91	227	162	66	143	127	236	91	181	43	268	96	122	113	95
Amillepora28805	Sc0000066	192418	198928	+	6511	171	148	272	1406	631	148	824	174	63	227	126	848	180	599	59	706	94	239	143	367
Amillepora28812	Sc0000066	261160	262660	+	1501	14	19	16	8	6	3	2	2	9	5	14	9	5	11	3	3	16	1	10	0
Amillepora28813	Sc0000066	263059	283364	+	20306	1122	1060	1119	1064	676	483	780	894	375	861	669	1082	446	714	216	842	456	818	617	578
Amillepora28808	Sc0000066	209404	215137	-	5734	138	143	178	134	72	70	118	84	61	97	88	113	71	97	30	99	67	116	98	75
Amillepora28810	Sc0000066	222999	226187	-	3189	70	84	90	71	19	15	31	27	36	65	65	66	26	39	17	30	10	28	33	12
Amillepora28806	Sc0000066	199511	206680	-	7170	168	158	176	183	90	94	120	141	51	106	90	236	67	104	47	158	81	93	100	99
Amillepora28814	Sc0000066	266774	278040	-	11267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28815	Sc0000066	283844	295805	+	11962	91	79	105	96	50	20	53	71	27	85	45	80	40	61	20	75	44	50	59	48
Amillepora28817	Sc0000066	312874	327170	+	14297	416	534	529	475	264	192	515	288	152	440	304	487	168	282	99	363	227	294	259	209
Amillepora28821	Sc0000066	333681	336333	+	2653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28816	Sc0000066	296071	311159	-	15089	58	69	61	69	44	31	70	60	26	59	27	68	27	63	40	42	44	45	46	38
Amillepora28820	Sc0000066	333605	362754	-	29150	338	415	499	401	162	120	261	307	157	255	257	299	156	185	90	246	173	232	220	140
Amillepora28819	Sc0000066	328908	333491	-	4584	6	7	4	6	5	3	0	5	2	2	6	6	4	1	1	8	7	2	5	0
Amillepora28825	Sc0000066	415149	419810	+	4662	23	56	6	73	47	10	34	75	12	27	3	53	10	19	3	35	35	7	15	29
Amillepora28826	Sc0000066	428745	439474	+	10730	0	8	4	11	0	1	2	3	2	2	3	5	3	3	2	2	3	5	3	2
Amillepora28824	Sc0000066	388693	399955	+	11263	166	78	96	166	50	24	95	69	53	75	74	115	43	57	78	62	47	60	46	43
Amillepora28823	Sc0000066	366768	385019	+	18252	92	98	90	128	60	33	49	106	55	103	41	91	54	51	34	49	41	67	28	70
Amillepora28830	Sc0000066	457178	467208	+	10031	108	83	65	67	50	33	35	100	3	64	22	51	61	51	16	35	25	27	19	36
Amillepora28831	Sc0000066	471127	484744	+	13618	8	8	13	26	16	11	6	24	5	12	12	8	5	10	6	10	10	21	7	4
Amillepora28834	Sc0000066	520427	522439	+	2013	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora28835	Sc0000066	545083	545466	+	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28836	Sc0000066	555738	558161	+	2424	3	2	2	4	1	1	2	5	0	1	4	2	1	0	1	0	3	1	0	2
Amillepora28833	Sc0000066	493123	507397	+	14275	137	163	57	77	86	50	43	145	10	122	20	218	65	73	15	59	95	55	49	45
Amillepora28832	Sc0000066	491853	493726	-	1874	1	6	5	2	2	2	0	1	0	2	1	3	0	1	1	0	0	0	1	2
Amillepora28837	Sc0000066	582372	583835	+	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28838	Sc0000066	584081	591235	+	7155	1	2	0	0	0	0	0	0	6	1	7	2	0	0	0	2	0	0	0	0
Amillepora28840	Sc0000066	752553	769452	-	16900	9	16	27	19	14	0	5	4	7	12	9	7	8	2	5	14	3	8	5	11
Amillepora28843	Sc0000066	823003	824533	+	1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28841	Sc0000066	806876	809083	+	2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28844	Sc0000066	825148	826799	-	1652	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Amillepora28842	Sc0000066	819659	822183	-	2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28848	Sc0000066	905898	906625	+	728	1	1	0	1	1	2	3	1	0	1	5	0	3	1	1	0	1	0	3	1
Amillepora28845	Sc0000066	895303	898490	+	3188	3	0	1	3	0	0	1	0	0	1	1	1	0	2	0	1	0	0	0	0
Amillepora28851	Sc0000066	943322	944767	-	1446	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Amillepora28858	Sc0000066	1064234	1081330	-	17097	39	7	67	7	4	2	6	14	4	6	2	9	1	11	2	8	4	31	31	4
Amillepora28852	Sc0000066	986300	1004053	-	17754	17	11	10	9	11	7	13	14	9	8	8	10	3	16	7	8	13	5	4	11
Amillepora28855	Sc0000066	1055105	1057126	+	2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28865	Sc0000066	1145587	1164177	+	18591	43	38	37	57	27	11	22	52	19	27	31	42	16	20	16	21	35	27	27	19
Amillepora28866	Sc0000066	1166274	1175497	-	9224	14	21	33	15	13	6	19	22	7	19	7	13	12	10	3	15	15	13	14	9
Amillepora28863	Sc0000066	1135859	1136431	-	573	13	20	5	31	9	2	11	18	5	11	12	18	7	8	1	10	1	11	4	6
Amillepora28860	Sc0000066	1110748	1113658	-	2911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora28861	Sc0000066	1120753	1121460	-	708	0	0	0	0	0	0	0	5	0	0	0	1	0	1	0	0	0	0	0	0
Amillepora28867	Sc0000066	1184624	1198477	+	13854	36	61	44	53	23	14	45	46	9	22	18	35	13	31	7	49	22	43	35	25
Amillepora28869	Sc0000066	1262570	1266514	-	3945	0	0	0	2	0	0	0	1	0	0	0	2	0	0	1	0	0	1	1	0
Amillepora28868	Sc0000066	1258004	1258674	+	671	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Amillepora28875	Sc0000066	1329706	1363744	+	34039	7	7	3	9	8	3	8	6	2	6	11	2	8	1	2	7	6	8	8	1
Amillepora28917	Sc0000066	1371428	1374638	+	3211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28935	Sc0000066	1455646	1457586	-	1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28918	Sc0000066	1387312	1421083	-	33772	12	9	18	20	7	4	9	11	10	14	7	11	7	16	8	23	11	16	6	11
Amillepora28916	Sc0000066	1364606	1384731	-	20126	121	110	133	105	136	107	103	73	71	90	81	171	94	70	56	158	65	176	71	89
Amillepora28933	Sc0000066	1426278	1437737	-	11460	20	19	11	3	4	5	12	9	3	5	5	3	1	15	4	11	4	8	8	4
Amillepora28934	Sc0000066	1444253	1455480	-	11228	3	8	11	10	15	5	7	9	3	7	5	9	3	4	4	5	7	6	5	3
Amillepora28598	Sc0000061	2854	3974	-	1121	3	13	5	3	1	0	3	5	9	2	1	1	3	5	5	7	6	2	5	0
Amillepora28599	Sc0000061	40540	43111	-	2572	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Amillepora28601	Sc0000061	57554	57940	-	387	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Amillepora28600	Sc0000061	43918	44631	-	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28606	Sc0000061	90136	92267	+	2132	4	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0
Amillepora28607	Sc0000061	101781	106128	-	4348	0	1	1	0	0	0	0	1	0	2	0	0	0	1	0	1	2	0	0	0
Amillepora28609	Sc0000061	153244	154174	-	931	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora28605	Sc0000061	79383	79898	-	516	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28603	Sc0000061	68017	78104	-	10088	55	2	29	5	20	1	3	7	7	4	4	3	1	12	4	14	2	2	3	0
Amillepora28604	Sc0000061	78219	79373	-	1155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28602	Sc0000061	66203	67918	-	1716	1	3	0	1	0	0	0	1	0	1	1	2	1	0	0	1	0	0	1	1
Amillepora28608	Sc0000061	148389	150206	-	1818	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora28616	Sc0000061	271686	272584	+	899	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora28611	Sc0000061	160512	161417	+	906	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora28614	Sc0000061	233622	238197	+	4576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28610	Sc0000061	156045	156992	-	948	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora28617	Sc0000061	274973	285170	-	10198	1	0	3	2	1	1	2	6	6	0	0	2	1	0	1	2	2	3	1	1
Amillepora28612	Sc0000061	207394	208248	-	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28615	Sc0000061	237732	240702	-	2971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora28613	Sc0000061	220573	237698	-	17126	15	12	14	7	1	1	9	5	9	6	11	5	0	4	19	21	11	11	13	5
Amillepora28627	Sc0000061	351437	353179	+	1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28623	Sc0000061	309833	313166	+	3334	8	25	11	6	6	1	3	2	6	10	14	4	2	1	1	4	0	3	17	1
Amillepora28620	Sc0000061	296461	297219	+	759	1	1	2	18	1	0	0	0	0	0	0	1	1	0	0	1	0	1	2	1
Amillepora28625	Sc0000061	330111	335044	-	4934	3	1	0	1	0	0	0	0	1	1	0	0	1	0	1	2	0	0	1	0
Amillepora28622	Sc0000061	304820	305223	-	404	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28624	Sc0000061	313934	320330	-	6397	2	35	10	9	5	2	1	1	4	9	15	8	2	1	3	3	2	6	18	2
Amillepora28619	Sc0000061	293524	294133	-	610	3	0	1	0	1	1	2	0	0	2	2	0	0	1	1	2	1	2	1	0
Amillepora28626	Sc0000061	335074	362606	-	27533	19	15	20	9	16	11	14	7	12	7	15	21	2	8	7	22	8	12	10	9
Amillepora28621	Sc0000061	299850	303726	-	3877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28632	Sc0000061	426351	434833	+	8483	0	10	7	11	2	2	1	2	7	3	11	1	0	1	3	4	2	1	2	2
Amillepora28631	Sc0000061	411694	415461	+	3768	0	0	0	9	1	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0
Amillepora28628	Sc0000061	391495	392751	+	1257	0	0	1	3	0	1	3	1	1	0	0	0	2	0	1	1	1	3	0	0
Amillepora28639	Sc0000061	466636	469005	+	2370	3	1	1	0	0	0	1	1	0	0	0	0	0	1	1	3	0	0	3	2
Amillepora28636	Sc0000061	460165	462596	+	2432	2	1	3	0	0	0	0	2	1	0	1	0	0	0	3	1	0	0	2	0
Amillepora28635	Sc0000061	457390	458872	+	1483	1	0	2	0	2	0	4	0	1	0	3	3	1	3	0	0	3	0	0	0
Amillepora28637	Sc0000061	462681	463100	+	420	1	1	1	0	0	1	0	2	0	0	1	1	1	0	3	0	1	0	1	1
Amillepora28640	Sc0000061	476999	484289	+	7291	3	7	7	9	2	2	5	4	2	0	1	8	1	1	2	2	1	0	3	1
Amillepora28641	Sc0000061	484591	485463	+	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28629	Sc0000061	395580	397742	-	2163	2	8	5	1	2	0	1	1	5	1	0	1	0	1	0	4	0	0	1	1
Amillepora28633	Sc0000061	430773	431767	-	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28630	Sc0000061	397871	408763	-	10893	14	16	24	21	9	2	7	17	8	19	9	6	4	5	3	13	7	14	11	12
Amillepora28638	Sc0000061	464782	465872	-	1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora28643	Sc0000061	548071	548687	+	617	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora28642	Sc0000061	509018	525160	-	16143	15	17	15	10	5	7	2	8	6	11	6	8	7	1	8	8	8	8	4	9
Amillepora28652	Sc0000061	657817	659208	+	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28646	Sc0000061	601091	601946	+	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28648	Sc0000061	629844	630443	+	600	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora28650	Sc0000061	637234	643075	+	5842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Amillepora28651	Sc0000061	653667	655951	+	2285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28647	Sc0000061	613471	614595	+	1125	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Amillepora28649	Sc0000061	635379	641746	-	6368	7	3	7	5	2	3	2	4	3	5	7	0	0	5	0	1	6	3	3	4
Amillepora28655	Sc0000061	713495	714805	+	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28659	Sc0000061	771693	772589	+	897	0	0	2	0	5	0	1	0	0	0	8	0	0	0	0	4	0	0	0	0
Amillepora28657	Sc0000061	733913	739199	+	5287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28660	Sc0000061	781146	786448	+	5303	3	2	1	4	1	1	0	0	2	1	0	1	0	0	1	1	0	1	3	0
Amillepora28653	Sc0000061	691999	695384	+	3386	1	4	0	2	1	0	1	0	0	2	3	2	0	0	0	5	0	4	5	0
Amillepora28654	Sc0000061	696826	698103	-	1278	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	2	1	1	0	9
Amillepora28658	Sc0000061	756485	768640	-	12156	9	15	19	22	13	3	4	12	10	7	16	18	10	5	5	23	15	20	11	5
Amillepora28656	Sc0000061	731440	750632	-	19193	7	7	7	11	7	6	10	4	5	6	6	3	3	5	6	3	11	10	17	0
Amillepora28664	Sc0000061	838614	839339	+	726	1	4	0	0	1	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0
Amillepora28666	Sc0000061	842873	843100	+	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28662	Sc0000061	800079	804678	+	4600	4	10	11	9	2	3	5	6	7	4	1	4	4	3	3	8	4	10	5	3
Amillepora28670	Sc0000061	860490	865202	+	4713	23	23	44	16	10	5	6	17	6	9	46	17	14	12	19	12	23	46	9	8
Amillepora28661	Sc0000061	790582	795248	+	4667	4	0	8	5	0	0	7	3	10	0	7	6	1	2	5	11	0	7	7	5
Amillepora28663	Sc0000061	804684	812923	+	8240	11	26	8	9	8	2	24	20	12	9	6	7	12	7	7	30	7	10	13	19
Amillepora28668	Sc0000061	854161	855336	-	1176	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Amillepora28667	Sc0000061	851595	853547	-	1953	0	0	16	0	0	8	3	1	0	0	0	0	3	2	1	0	7	3	0	1
Amillepora28673	Sc0000061	871191	872330	+	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28672	Sc0000061	870058	870944	+	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28671	Sc0000061	868885	869740	+	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28669	Sc0000061	856975	860260	+	3286	7	8	5	4	5	3	4	7	3	12	6	1	3	2	2	6	2	12	7	3
Amillepora28678	Sc0000061	942118	946271	+	4154	10	26	23	10	12	6	15	10	11	21	5	13	5	11	6	10	7	10	10	4
Amillepora28674	Sc0000061	896399	897289	+	891	58	63	34	23	21	5	64	25	28	11	22	19	30	14	7	36	34	12	7	23
Amillepora28675	Sc0000061	903556	905130	+	1575	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
Amillepora28677	Sc0000061	912056	915543	+	3488	0	6	2	1	3	0	1	2	0	3	1	0	3	2	2	1	1	3	7	0
Amillepora28679	Sc0000061	947907	977509	+	29603	5	27	7	7	11	3	5	7	16	2	12	2	3	8	2	3	8	9	5	3
Amillepora28676	Sc0000061	905466	906170	+	705	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1
Amillepora28733	Sc0000061	1067880	1068938	+	1059	31	13	22	12	4	8	11	15	4	15	21	6	3	11	10	4	13	19	4	6
Amillepora28732	Sc0000061	1058025	1063903	+	5879	74	71	111	116	44	45	81	67	22	77	33	109	39	47	14	57	24	41	33	31
Amillepora28729	Sc0000061	1025077	1032292	+	7216	132	115	135	143	59	59	97	88	25	95	81	85	41	54	25	69	48	60	61	59
Amillepora28727	Sc0000061	1011958	1018406	+	6449	154	165	180	158	95	73	106	119	61	109	106	145	65	110	58	99	60	103	89	72
Amillepora28730	Sc0000061	1042901	1047546	-	4646	393	420	324	271	248	260	325	311	115	415	281	530	218	261	53	295	124	335	281	241
Amillepora28731	Sc0000061	1049297	1057843	-	8547	605	506	694	497	359	271	380	389	177	461	461	499	296	291	133	466	247	468	342	333
Amillepora28740	Sc0000061	1119397	1120074	+	678	14	21	30	29	8	1	31	17	9	9	11	17	8	19	11	18	4	15	17	5
Amillepora28739	Sc0000061	1107795	1108983	+	1189	1	3	1	6	1	0	1	0	0	1	3	1	0	0	0	0	0	0	0	1
Amillepora28742	Sc0000061	1125169	1126317	+	1149	3	1	7	3	0	0	1	2	1	2	3	1	1	2	0	3	3	0	0	1
Amillepora28734	Sc0000061	1082943	1098123	+	15181	193	149	253	216	142	69	157	202	83	116	150	209	72	207	77	228	69	180	154	99
Amillepora28741	Sc0000061	1122320	1123003	-	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28736	Sc0000061	1099223	1104718	-	5496	0	1	11	13	1	3	0	4	0	0	5	0	1	1	1	4	0	0	8	0
Amillepora28747	Sc0000061	1178438	1180807	-	2370	0	14	0	2	0	0	0	0	4	0	0	2	1	0	1	0	2	1	4	0
Amillepora28746	Sc0000061	1170355	1174242	-	3888	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Amillepora28738	Sc0000061	1105495	1106297	-	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28735	Sc0000061	1094440	1098859	-	4420	3	3	2	1	1	1	1	2	1	0	4	2	0	1	0	9	0	0	1	1
Amillepora28744	Sc0000061	1154368	1166285	-	11918	26	21	33	20	10	2	19	13	13	9	18	6	1	5	6	12	12	11	9	8
Amillepora28737	Sc0000061	1104908	1105485	-	578	4	5	9	8	5	1	4	7	3	2	1	5	1	2	1	8	1	8	1	0
Amillepora28743	Sc0000061	1153040	1153938	-	899	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora28753	Sc0000061	1275324	1282578	+	7255	6	7	6	0	1	3	4	7	2	8	17	5	2	10	6	2	3	11	1	1
Amillepora28754	Sc0000061	1277822	1278852	-	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28752	Sc0000061	1268160	1274850	-	6691	27	14	44	14	13	16	9	14	16	15	27	18	12	18	6	39	9	12	27	4
Amillepora28756	Sc0000061	1283049	1285198	-	2150	1	0	4	2	3	1	0	1	1	0	4	1	0	0	2	1	0	1	0	0
Amillepora28755	Sc0000061	1280640	1282967	-	2328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora28751	Sc0000061	1243233	1247797	-	4565	29	38	57	75	5	13	44	12	18	24	14	58	12	15	9	56	25	26	25	19
Amillepora28750	Sc0000061	1235466	1243108	-	7643	37	30	34	42	16	9	27	19	29	54	34	25	26	16	9	43	10	44	23	14
Amillepora28748	Sc0000061	1194376	1219226	-	24851	5	23	19	21	5	14	9	12	5	9	8	5	8	7	5	13	4	12	10	1
Amillepora28749	Sc0000061	1219813	1221765	-	1953	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Amillepora28757	Sc0000061	1293169	1294553	+	1385	4	13	23	8	5	1	7	14	3	3	12	7	2	7	8	13	4	3	4	4
Amillepora28760	Sc0000061	1315457	1319784	+	4328	0	0	4	0	3	1	0	6	1	1	4	3	0	9	3	0	2	6	1	1
Amillepora28765	Sc0000061	1340390	1343507	-	3118	0	1	0	1	1	0	0	1	2	1	0	2	0	0	0	0	1	0	0	0
