amillepora00632 069l
amillepora01067 sln11
amillepora14158 sln13
amillepora12437 slnl1
amillepora20382 slnl1-2
amillepora28866 slnl1-3
amillepora35786 slnl1-4
amillepora03717 slu7
amillepora22312 slx1
amillepora37608 slx1-2
amillepora08466 slx4
amillepora07709 smad1
amillepora05811 smad3
amillepora04000 smad4
amillepora14740 smad4-2
amillepora21452 smad4-3
amillepora07708 smad5
amillepora05810 smad6
amillepora15176 smag1
amillepora15175 smag2
amillepora12678 smal1
amillepora12679 smal1-2
amillepora23297 smap2
amillepora08728 smbp2
amillepora10194 smbp2-2
amillepora23501 smbp2-3
amillepora37810 smbp2-4
amillepora37811 smbp2-5
amillepora37812 smbp2-6
amillepora16083 smbt1
amillepora16982 smbt1-2
amillepora17832 smc1a
amillepora17833 smc1a-2
amillepora17835 smc1a-3
amillepora17840 smc1a-4
amillepora17843 smc1b
amillepora26172 smc2
amillepora26173 smc2-2
amillepora03553 smc3
amillepora31506 smc4
amillepora32093 smc4-2
amillepora32931 smc4-3
amillepora03150 smc5
amillepora19986 smc6
amillepora25472 smca2
amillepora25488 smca2-2
amillepora07635 smca5
amillepora12675 smce1
amillepora03277 smco1
amillepora25137 smco1-2
amillepora35622 smco1-3
amillepora36620 smco1-4
amillepora22617 smco2
amillepora19961 smcr8
amillepora31300 smd1
amillepora24983 smd3
amillepora14155 smg1
amillepora26477 smg5
amillepora00284 smg7
amillepora00337 smg7-2
amillepora32158 smg8
amillepora24315 smg9
amillepora25897 smgc
amillepora14325 smhd1
amillepora14624 smhd1-2
amillepora14625 smhd1-3
amillepora17085 smim4
amillepora17891 smkr1
amillepora37066 sml
amillepora02699 smn
amillepora12386 smo
amillepora12396 smo-2
amillepora21356 smo-3
amillepora27412 smoc1
amillepora10184 smox
amillepora11945 smrc1
amillepora11913 smrc2
amillepora07591 smrcd
amillepora36411 smrcd-2
amillepora03676 smrd1
amillepora10969 smrd1-2
amillepora01062 smtl1
amillepora22839 smtn
amillepora04500 smu1
amillepora18559 smuf1
amillepora29323 smuf1-2
amillepora22774 smuf2
amillepora11038 smyd2
amillepora11040 smyd2-2
amillepora11050 smyd2-3
amillepora23265 smyd2-4
amillepora14845 smyd3
amillepora21908 smyd4
amillepora05720 smyd5
amillepora16251 snab
amillepora10606 snag
amillepora17028 snai1
amillepora01143 snapn
amillepora05210 sncap
amillepora04865 snd1
amillepora03991 sned1
amillepora22296 snf5
amillepora12356 snf8
amillepora06172 sng2l
amillepora26825 snp25
amillepora12579 snp47
amillepora12425 snpc1
amillepora24551 snpc2
amillepora01410 snpc3
amillepora01424 snpc3-2
amillepora01003 snpc4
amillepora05928 snpc5
amillepora20506 snr25
amillepora18179 snr40
amillepora20358 snr40-2
amillepora35352 snr48
amillepora08739 snrk
amillepora09680 snrpa
amillepora08762 sntb2
amillepora20567 sntg1
amillepora20578 sntg1-2
amillepora11899 snut1
amillepora33550 snut1-2
amillepora09727 snut2
amillepora15298 snw1
amillepora03327 snx11
amillepora12890 snx11-2
amillepora19867 snx12
amillepora00355 snx13
amillepora23246 snx14
amillepora08790 snx16
amillepora08791 snx16-2
amillepora20346 snx17
amillepora20647 snx19
amillepora20662 snx19-2
amillepora05368 snx21
amillepora05369 snx21-2
amillepora06698 snx25
amillepora31318 snx27
amillepora13125 snx29
amillepora12891 snx3
amillepora00064 snx30
amillepora09708 snx33
amillepora12310 snx4
amillepora04372 snx6
amillepora18442 snx6-2
amillepora14170 snx8
amillepora03241 so4a1
amillepora19905 so4a1-2
amillepora19906 so4a1-3
amillepora29846 so4c1
amillepora12867 soat2
amillepora33575 socs5
amillepora33582 socs5-2
amillepora08922 socs6
amillepora04587 sodc
amillepora04591 sodc-2
amillepora04594 sodc-3
amillepora04595 sodc-4
amillepora19583 sodc-5
amillepora12695 sodm
amillepora12697 sodm-2
amillepora17761 soga1
amillepora01433 solh2
amillepora01459 solh2-2
amillepora05139 son
amillepora05174 son-2
amillepora15318 son-3
amillepora11435 soq1
amillepora13847 soq1-2
amillepora30141 soq1-3
amillepora03557 sorc1
amillepora12616 sorcn
amillepora13865 sorl
amillepora24273 sorl-2
amillepora26454 sorl-3
amillepora18012 sort
amillepora14915 sos1
amillepora27931 sosb2
amillepora11596 sosd1
amillepora26104 sossc
amillepora22243 sox
amillepora23242 sox-2
amillepora32675 sox-3
amillepora32719 sox-4
amillepora03662 sox14
amillepora29003 sox14-2
amillepora22576 sox17
amillepora31654 sox8
amillepora30737 sp13a
amillepora08682 sp16h
amillepora08683 sp16h-2
amillepora24534 sp17
amillepora26548 sp2
amillepora07714 sp20h
amillepora23306 sp3
amillepora08457 sp30l
amillepora26547 sp4
amillepora26545 sp5
amillepora26544 sp9
amillepora04729 spa24
amillepora26480 spa5l
amillepora20721 spa6l
amillepora21334 spag1
amillepora12663 spag6
amillepora18881 spag7
amillepora01279 spag8
amillepora01287 spag8-2
amillepora12827 spart
amillepora19268 spas1
amillepora36842 spast
amillepora26236 spat1
amillepora27549 spat2
amillepora07222 spat4
amillepora26146 spat6
amillepora15561 spat7
amillepora34514 spb1
amillepora03409 spcs
amillepora03440 spcs-2
amillepora32276 spcs1
amillepora01245 spcs2
amillepora10474 spcs3
amillepora03723 spd2a
amillepora03724 spd2a-2
amillepora24982 spd2b
amillepora30015 spd2b-2
amillepora31649 spd2b-3
amillepora31682 spd2b-4
amillepora13079 spdef
amillepora13080 spdef-2
amillepora07904 spdly
amillepora13138 spe2
amillepora15307 spe39
amillepora15310 spe39-2
amillepora27920 speb
amillepora19447 spee
amillepora20448 spef1
amillepora25130 spef2
amillepora05618 speg
amillepora18681 spf27
amillepora20805 spf30
amillepora18492 spf45
amillepora10949 spg16
amillepora20085 spg17
amillepora14147 sphk1
amillepora02414 sphk2
amillepora26111 sphm
amillepora25120 spice
amillepora10625 spidr
amillepora24116 spin1
amillepora06595 spit3
amillepora36298 spkul
amillepora27341 spn1
amillepora03636 spn90
amillepora22214 spns1
amillepora01144 spns2
amillepora12504 spo16
amillepora08784 spoc1
amillepora02763 spon1
amillepora04896 spon1-2
amillepora16668 spon2
amillepora11084 spop
amillepora33516 spp2b
amillepora22028 sppl3
amillepora21107 spre
amillepora22052 sprng
amillepora24207 sprtl
amillepora16064 sprtn
amillepora04559 spry3
amillepora24341 spry7
amillepora17815 sps1
amillepora26513 sps2l
amillepora19619 spsb1
amillepora14823 spsb3
amillepora14824 spsb3-2
amillepora15505 spsb4
amillepora24703 spt13
amillepora27528 spt17
amillepora10263 spt2
amillepora14031 spt20
amillepora36594 spt45
amillepora05365 spt48
amillepora11186 spt48-2
amillepora33073 spt4h
amillepora10385 spt5h
amillepora34368 spt5h-2
amillepora22633 spt6h
amillepora05113 sptb2
amillepora26297 sptb2-2
amillepora26529 sptb2-3
amillepora25277 sptc1
amillepora14886 sptc2
amillepora14894 sptc2-2
amillepora15783 sptc2-3
amillepora15788 sptc2-4
amillepora15790 sptc2-5
amillepora15806 sptc2-6
amillepora01818 sptcs
amillepora01087 sptn1
amillepora04518 sptn2
amillepora17812 spx3
amillepora04778 spxn2
amillepora23326 spxn2-2
amillepora16158 spya
amillepora20022 spya-2
amillepora20026 spya-3
amillepora34327 spya-4
amillepora34573 spya-5
amillepora04548 sqor
amillepora06647 sqstm
amillepora24348 sr140
amillepora06882 sra1
amillepora05527 srac1
amillepora06236 srac1-2
amillepora25977 srac1-3
amillepora29971 srac1-4
amillepora34381 srac1-5
amillepora06649 srbp1
amillepora20855 srbs1
amillepora08396 src
amillepora23079 src-2
amillepora05425 src8
amillepora21912 srcap
amillepora26986 srch
amillepora07358 srcrl
amillepora25865 srcrl-2
amillepora01029 srcrm
amillepora14725 srcrm-2
amillepora15219 srf
amillepora04316 srgef
amillepora03655 srgp2
amillepora20708 srp09
amillepora26588 srp14
amillepora25126 srp19
amillepora26596 srp54
amillepora31794 srp68
amillepora04622 srp72
amillepora03644 srpk3
amillepora30747 srpra
amillepora24011 srpx
amillepora26558 srpx-2
amillepora29064 srpx-3
amillepora29076 srpx-4
amillepora24003 srpx2
amillepora24004 srpx2-2
amillepora26559 srpx2-3
amillepora29077 srpx2-4
amillepora29078 srpx2-5
amillepora29096 srpx2-6
amillepora03148 srr
amillepora16951 srr-2
amillepora30003 srr-3
amillepora22309 srr1l
amillepora37611 srr1l-2
amillepora20136 srrm1
amillepora21544 srrt
amillepora28417 srs11
amillepora04460 srs12
amillepora24928 srsf1
amillepora22126 srsf3
amillepora14258 srsf4
amillepora19134 srsf4-2
amillepora20267 srsf4-3
amillepora23220 srsf4-4
amillepora22128 srsf7
amillepora26206 srsf7-2
amillepora16581 srtd2
amillepora16627 srtd2-2
amillepora16583 srtd4
amillepora16626 srtd4-2
amillepora01432 srxn1
amillepora01461 srxn1-2
amillepora11845 ssb
amillepora28303 ssb-2
amillepora05051 ssbp
amillepora25996 ssbp3
amillepora18489 ssdh
amillepora01261 ssf1
amillepora11906 ssf1-2
amillepora01318 ssh1
amillepora23228 ssh2
amillepora30105 ssp
amillepora03231 ssr5
amillepora26061 ssr5-2
amillepora26926 ssr5-3
amillepora27553 ssra
amillepora01275 ssrb
amillepora01290 ssrb-2
amillepora18348 ssrd
amillepora19361 ssrg
amillepora22027 ssrp1
amillepora00849 sst
amillepora00864 sst-2
amillepora19362 ssu72
amillepora33522 ssub
amillepora17043 ssuh2
amillepora17044 ssuh2-2
amillepora23350 st18
amillepora04005 st1a2
amillepora21111 st1b1
amillepora29566 st1c2
amillepora29568 st1c2-2
amillepora29569 st1c2-3
amillepora29570 st1c2-4
amillepora21114 st1c3
amillepora04108 st1c4
amillepora04109 st1c4-2
amillepora21113 st1c4-3
amillepora21117 st1c4-4
amillepora21118 st1c4-5
amillepora21119 st1c4-6
amillepora21115 st1e1
amillepora21116 st1e1-2
amillepora21120 st1e1-3
amillepora37996 st1e1-4
amillepora03330 st32b
amillepora02471 st38l
amillepora13095 st38l-2
amillepora21634 st38l-3
amillepora03365 st65g
amillepora08049 st7
amillepora10009 sta10
amillepora24427 sta10-2
amillepora25617 sta10-3
amillepora07767 sta13
amillepora12009 sta5b
amillepora12568 stab2
amillepora16826 stab2-2
amillepora18552 stab2-3
amillepora09653 stabp
amillepora09784 stac3
amillepora27692 stag1
amillepora33080 stag1-2
amillepora35341 stam1
amillepora12683 star3
amillepora01040 star7
amillepora15885 star8
amillepora15881 star9
amillepora15886 star9-2
amillepora34315 star9-3
amillepora29848 stau2
amillepora36689 stb5l
amillepora26863 steep
amillepora36585 steep-2
amillepora26100 stil
amillepora06881 stim1
amillepora29342 stim2
amillepora18013 stima
amillepora05745 sting
amillepora05746 sting-2
amillepora05747 sting-3
amillepora05748 sting-4
amillepora05751 sting-5
amillepora05752 sting-6
amillepora05753 sting-7
amillepora05754 sting-8
amillepora05755 sting-9
amillepora05758 sting-10
amillepora05759 sting-11
amillepora05707 stip1
amillepora07299 stip1-2
amillepora15373 stip1-3
amillepora19530 stip1-4
amillepora27440 stip1-5
amillepora30469 stk11
amillepora14664 stk19
amillepora24355 stk25
amillepora24617 stk25-2
amillepora04395 stk26
amillepora18041 stk26-2
amillepora21103 stk3
amillepora34817 stk31
amillepora04665 stk33
amillepora22124 stk36
amillepora21645 stk38
amillepora18024 stk4
amillepora32768 stk4-2
amillepora19269 stk40
amillepora01232 stkl1
amillepora19350 stl1
amillepora19356 stl1-2
amillepora19357 stl1-3
amillepora29574 stl1-4
amillepora29575 stl1-5
amillepora14704 stl2
amillepora20460 stl2-2
amillepora20593 stml1
amillepora01782 stml2
amillepora15172 stn1
amillepora01235 stom
amillepora01242 stom-2
amillepora01243 stom-3
amillepora01249 stom-4
amillepora26637 ston2
amillepora07764 stox1
amillepora06336 stpg1
amillepora00769 stpg3
amillepora35072 stpg4
amillepora20948 str6l
amillepora20952 str6l-2
amillepora20956 str6l-3
amillepora20958 str6l-4
amillepora20960 str6l-5
amillepora20963 str6l-6
amillepora20965 str6l-7
amillepora03059 stra6
amillepora20949 stra6-2
amillepora20951 stra6-3
amillepora20953 stra6-4
amillepora20964 stra6-5
amillepora20968 stra6-6
amillepora37847 stra6-7
amillepora32037 stra8
amillepora12218 straa
amillepora05059 strap
amillepora13985 strc
amillepora09027 strn
amillepora15312 strn-2
amillepora17026 strp1
amillepora16174 sts
amillepora23476 sts1
amillepora14623 stt3a
amillepora14626 stt3a-2
amillepora12672 stt3b
amillepora16265 stum
amillepora22012 stx12
amillepora23074 stx12-2
amillepora31829 stx16
amillepora26566 stx17
amillepora03501 stx18
amillepora25015 stx1b
amillepora15071 stx5
amillepora06090 stx6
amillepora14256 stx8
amillepora25675 stxa
amillepora00537 stxb1
amillepora00572 stxb1-2
amillepora07186 stxb4
amillepora07192 stxb4-2
amillepora19854 stxb5
amillepora16715 styx
amillepora03517 suca
amillepora23552 sucb1
amillepora17018 sucb2
amillepora10987 suchy
amillepora03201 suco
amillepora03788 sufu
amillepora02975 sugp1
amillepora19174 sugp2
amillepora33875 sugp2-2
amillepora35848 sugp2-3
amillepora10066 suh
amillepora21385 sulf1
amillepora30408 sulf2
amillepora07744 sumf1
amillepora19224 sumf2
amillepora08513 sumo1
amillepora14779 sun2
amillepora32423 suox
amillepora32444 suox-2
amillepora20227 supt3
amillepora20259 supt3-2
amillepora00752 surf1
amillepora00166 surf2
amillepora01592 surf4
amillepora13677 surf6
amillepora01784 susd2
amillepora15196 susd2-2
amillepora05736 suv3
amillepora18450 suv91
amillepora14745 suz12
amillepora00716 svbp
amillepora01267 svep1
amillepora01344 svep1-2
amillepora01362 svep1-3
amillepora01368 svep1-4
amillepora01372 svep1-5
amillepora01373 svep1-6
amillepora01484 svep1-7
amillepora03131 svep1-8
amillepora03471 svep1-9
amillepora04335 svep1-10
amillepora05012 svep1-11
amillepora05026 svep1-12
amillepora05952 svep1-13
amillepora06205 svep1-14
amillepora06456 svep1-15
amillepora06485 svep1-16
amillepora06584 svep1-17
amillepora08472 svep1-18
amillepora10343 svep1-19
amillepora10672 svep1-20
amillepora11684 svep1-21
amillepora11688 svep1-22
amillepora11699 svep1-23
amillepora11701 svep1-24
amillepora11703 svep1-25
amillepora11707 svep1-26
amillepora11716 svep1-27
amillepora11718 svep1-28
amillepora12924 svep1-29
amillepora13251 svep1-30
amillepora14383 svep1-31
amillepora16099 svep1-32
amillepora19188 svep1-33
amillepora19595 svep1-34
amillepora19596 svep1-35
amillepora19598 svep1-36
amillepora20607 svep1-37
amillepora20610 svep1-38
amillepora20694 svep1-39
amillepora20695 svep1-40
amillepora20696 svep1-41
amillepora20697 svep1-42
amillepora20701 svep1-43
amillepora21375 svep1-44
amillepora23310 svep1-45
amillepora23311 svep1-46
amillepora23998 svep1-47
amillepora23999 svep1-48
amillepora24010 svep1-49
amillepora24013 svep1-50
amillepora25522 svep1-51
amillepora26553 svep1-52
amillepora26554 svep1-53
amillepora29066 svep1-54
amillepora29072 svep1-55
amillepora29081 svep1-56
amillepora29090 svep1-57
amillepora29091 svep1-58
amillepora29171 svep1-59
amillepora29693 svep1-60
amillepora36885 svep1-61
amillepora36886 svep1-62
amillepora29743 svil
amillepora29744 svil-2
amillepora30488 svil-3
amillepora04624 svmi
amillepora22017 svop
amillepora22235 svop-2
amillepora22353 svop-3
amillepora08613 swahc
amillepora27308 swet1
amillepora01093 swi5
amillepora12556 swp70
amillepora01216 swt1
amillepora25564 sya
amillepora31285 sya-2
amillepora35210 sya-3
amillepora34062 syac
amillepora20329 syap1
amillepora13221 sycc
amillepora13225 sycc-2
amillepora05034 sycp1
amillepora12318 sydc
amillepora26194 syde2
amillepora25480 sye
amillepora27477 syep
amillepora01133 syf1
amillepora20096 syf2
amillepora25932 syfa
amillepora19205 syfb
amillepora02950 syfm
amillepora37649 syh
amillepora35970 syic
amillepora15364 syj2b
amillepora09010 syk
amillepora06989 sylc
amillepora06990 sylc-2
amillepora11506 sym
amillepora28775 sym-2
amillepora03964 symc
amillepora12582 symc-2
amillepora04373 sympk
amillepora07614 syn2
amillepora07617 syn2-2
amillepora02959 sync
amillepora26259 syne1
amillepora26271 syne1-2
amillepora37805 syne2
amillepora10122 synj1
amillepora01071 synrg
amillepora06367 syp2l
amillepora16931 syph
amillepora31054 syq
amillepora34022 syr
amillepora08106 syrc
amillepora08146 syrc-2
amillepora09096 sys1
amillepora06393 sysc
amillepora05038 syt1
amillepora08516 syt10
amillepora21900 syt10-2
amillepora10065 syt11
amillepora16351 syt11-2
amillepora08529 syt12
amillepora16260 syt14
amillepora16723 syt14-2
amillepora16737 syt14-3
amillepora19339 syt14-4
amillepora19340 syt14-5
amillepora09671 syt15
amillepora07361 syt16
amillepora05039 syt2
amillepora09672 syt2-2
amillepora01989 syt3
amillepora02686 syt3-2
amillepora16353 syt4
amillepora02685 syt7
amillepora05046 syt7-2
amillepora08530 syt7-3
amillepora14879 syt7-4
amillepora16117 syt7-5
amillepora16354 syt7-6
amillepora21898 syt7-7
amillepora05049 syt9
amillepora05050 syt9-2
amillepora27317 sytc
amillepora19944 sytl4
amillepora19945 sytl4-2
amillepora17584 syv
amillepora17585 syv-2
amillepora01328 syvc
amillepora15182 syvn1
amillepora07872 syvnb
amillepora11788 sywc
amillepora19693 sywm
amillepora20065 syyc
amillepora20066 syyc-2
amillepora32176 szrd1
amillepora26169 szt2
amillepora12331 t106b
amillepora29319 t112
amillepora04976 t11l1
amillepora22370 t120b
amillepora17905 t121b
amillepora18414 t121b-2
amillepora25006 t132e
amillepora14372 t151a
amillepora14373 t151a-2
amillepora14394 t151a-3
amillepora14395 t151a-4
amillepora14397 t151a-5
amillepora14398 t151a-6
amillepora05334 t161b
amillepora16451 t179a
amillepora12961 t183b
amillepora14300 t184b
amillepora10453 t184c
amillepora10463 t184c-2
amillepora07664 t185b
amillepora24845 t22d4
amillepora06366 t23o
amillepora05927 t2ag
amillepora16652 t2eb
amillepora24762 t2fb
amillepora06131 t3hpd
amillepora06132 t3hpd-2
amillepora10791 t53i2
amillepora30219 t702
amillepora03734 taar2
amillepora02003 taar3
amillepora02004 taar3-2
amillepora02014 taar3-3
amillepora10836 taar6
amillepora19290 taar6-2
amillepora19301 taar6-3
amillepora19311 taar6-4
amillepora05150 taar8
amillepora05478 tab1
amillepora14407 tab1-2
amillepora19955 tab3
amillepora05710 tacc2
amillepora12681 taco1
amillepora24902 tad2a
amillepora16194 tad2b
amillepora06097 tada1
amillepora18891 tadbp
amillepora22756 tadbp-2
amillepora23130 tadbp-3
amillepora23644 tadbp-4
amillepora28182 tadbp-5
amillepora36119 tadbp-6
amillepora37347 tadbp-7
amillepora18929 taf10
amillepora13298 taf11
amillepora19522 taf13
amillepora20391 taf1a
amillepora03718 taf1b
amillepora04105 taf1c
amillepora06899 taf1l
amillepora23296 taf2
amillepora06666 taf3
amillepora27728 taf3-2
amillepora08950 taf4
amillepora33578 taf5
amillepora33579 taf5-2
amillepora03686 taf5l
amillepora24144 taf6
amillepora15124 taf6l
amillepora36866 taf7
amillepora24664 taf9b
amillepora19973 tagl2
